phase,url,page_type,purpose,audience,intent,topic_entity,word_count,original_evidence,currentness,citation_worthiness,competing_url,gap,action
baseline,https://kujolang.ai/ecosystem/cms/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,CMS,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/concord/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Concord,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/crud-api/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,CRUD API Showcase,136,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/dispatch/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Dispatch,134,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/eval/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Eval,133,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/fence/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Fence,126,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/howl/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Howl,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/kennel/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kennel,134,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/kujo/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo,136,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/leash/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Leash,151,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/lens/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Lens,131,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/mcp/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,MCP,137,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/muzzle/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Muzzle,137,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/packwrite/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,PackWrite,131,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/patchbrief/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,PatchBrief,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/rag/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,RAG,136,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/redact/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Redact,234,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/runledger/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,RunLedger,135,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/scent/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Scent,137,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/scout/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Scout,129,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/shipcheck/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,ShipCheck,133,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/sitekit/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,SiteKit,250,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/spec/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Spec,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/ssg/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,SSG,138,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/totalrecall/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,TotalRecall,154,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/tribunal/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Tribunal,288,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/ward/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Ward,146,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/watchdog/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Watchdog,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
baseline,https://kujolang.ai/ecosystem/workcell/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Workcell,249,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
