phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
baseline,https://kujolang.ai/ecosystem/concord/,content/ecosystem/25-concord.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/concord/,200,Concord — Kujo Ecosystem | Kujolang.ai,38,"Cross-artifact drift checks for code, CLI behavior, docs, examples, specs, evals, schemas, manifests, and sources of truth.",123,Concord,H2:Quick Install > H2:Give this prompt to your agent > H1:Concord > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,132,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,124bc15b829c91002f23b65d85eb268cab2aa95086212936add55440e53a0b50,
baseline,https://kujolang.ai/ecosystem/crud-api/,content/ecosystem/42-crud-api.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/crud-api/,200,CRUD API Showcase — Kujo Ecosystem | Kujolang.ai,48,"SQLite item and project APIs with a web playground, authentication strategies, contract smokes, disaster recovery, performance, and release patterns.",149,CRUD API Showcase,H2:Quick Install > H2:Give this prompt to your agent > H1:CRUD API Showcase > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,136,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,d0ea2a1c0e4c0347a418dd2021c341606cb539d4978b5aef34454a8673e4ce23,
baseline,https://kujolang.ai/ecosystem/dispatch/,content/ecosystem/14-dispatch.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/dispatch/,200,Dispatch — Kujo Ecosystem | Kujolang.ai,39,"Resumable multi-step workflows with templates, retries, approvals, persisted state, traces, reports, policy controls, and signed bundles.",137,Dispatch,H2:Quick Install > H2:Give this prompt to your agent > H1:Dispatch > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,134,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,4c38c94111d789b8db1db748f46354104ecf8a77bfb2b5624baa3c56d330d9f2,
baseline,https://kujolang.ai/ecosystem/eval/,content/ecosystem/13-eval.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/eval/,200,Eval — Kujo Ecosystem | Kujolang.ai,35,"Deterministic checks for files, commands, HTTP, JSON, snapshots, policy, and workflow artifacts with CI-friendly verdicts.",122,Eval,H2:Quick Install > H2:Give this prompt to your agent > H1:Eval > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,133,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,6924cd194a9ffd4e2aeec6cf8375c359717d6bafadb77cef6c5506f64a4a84de,
baseline,https://kujolang.ai/ecosystem/fence/,content/ecosystem/31-fence.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/fence/,200,Fence — Kujo Ecosystem | Kujolang.ai,36,"Architecture-boundary rules, import and layer checks, baselines, graphs, and JSON, Markdown, and SARIF reports.",111,Fence,H2:Quick Install > H2:Give this prompt to your agent > H1:Fence > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,126,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,32b7c7d05e23e27e8f39d9405202b6481159815dbcdea2672d65ded9d500e1ad,
baseline,https://kujolang.ai/ecosystem/howl/,content/ecosystem/33-howl.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/howl/,200,Howl — Kujo Ecosystem | Kujolang.ai,35,"Deterministic Markdown, HTML, SVG, gallery, card, and caption assets generated from trusted Kujo examples and manifests.",120,Howl,H2:Quick Install > H2:Give this prompt to your agent > H1:Howl > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,132,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,e0f3d6b803c9129f7ae811990bca252c5428bfa976f965f959aa6e86d55286cd,
baseline,https://kujolang.ai/ecosystem/kennel/,content/ecosystem/02-kennel.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/kennel/,200,Kennel — Kujo Ecosystem | Kujolang.ai,37,"Deterministic Kujo package and dependency workflows with manifests, lockfiles, source policy, trust policy, indexes, and mirrors.",129,Kennel,H2:Quick Install > H2:Give this prompt to your agent > H1:Kennel > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,134,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,36f9091729a57b23ab4459f7b15076f4f76c9934868d60160a895cdcb534c95f,
baseline,https://kujolang.ai/ecosystem/kujo/,content/ecosystem/01-kujo.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/kujo/,200,Kujo — Kujo Ecosystem | Kujolang.ai,35,"The VM-first programming language and runtime for AI-native software, local-first automation, agentic workflows, and practical scripting.",137,Kujo,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,136,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,f55e9aa1998e4b6c21bf14ea1d346796908a56fcb24a082751ad8df05dce3d5e,
baseline,https://kujolang.ai/ecosystem/leash/,content/ecosystem/18-leash.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/leash/,200,Leash — Kujo Ecosystem | Kujolang.ai,36,"A local approval layer for AI coding agents with policy-as-code, mobile decisions, risk classification, adapters, and append-only audit trails.",143,Leash,H2:Quick Install > H2:Give this prompt to your agent > H1:Leash > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,151,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,ad094fe4cd3af59394476caab6bf0aba073a8076ee812340e22a719b0a76da81,
baseline,https://kujolang.ai/ecosystem/lens/,content/ecosystem/30-lens.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/lens/,200,Lens — Kujo Ecosystem | Kujolang.ai,35,"Deterministic browser checks, screenshots, console and network evidence, accessibility findings, visual baselines, flows, and repair briefs.",140,Lens,H2:Quick Install > H2:Give this prompt to your agent > H1:Lens > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,131,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,b76aefdf3364993abc6af855750e1acfa435a0bdcfa8bc8c4f184190c5b6625f,
baseline,https://kujolang.ai/ecosystem/mcp/,content/ecosystem/16-mcp.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/mcp/,200,MCP — Kujo Ecosystem | Kujolang.ai,34,"A framework and scaffold for MCP servers with tools, resources, path guards, authentication, limits, safety tiers, and multi-root workspaces.",141,MCP,H2:Quick Install > H2:Give this prompt to your agent > H1:MCP > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,137,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,c8e886473ac73c6e0da5dae48a96387b3750549fb58bb756a588b158005bc6ff,
baseline,https://kujolang.ai/ecosystem/muzzle/,content/ecosystem/23-muzzle.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/muzzle/,200,Muzzle — Kujo Ecosystem | Kujolang.ai,37,"Quiet workflow execution with full disk logs, compact summaries, manifests, loop state, dry runs, and secret redaction.",119,Muzzle,H2:Quick Install > H2:Give this prompt to your agent > H1:Muzzle > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,137,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,8c78d1d9866c5570b1cb8c3eb56cd551f2ea3386e03adf07aad3be76c7cb25b7,
baseline,https://kujolang.ai/ecosystem/packwrite/,content/ecosystem/34-packwrite.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/packwrite/,200,PackWrite — Kujo Ecosystem | Kujolang.ai,40,"Validated agent execution packs compiled from a large prompt and repository context, including phases, handoffs, and review checklists.",135,PackWrite,H2:Quick Install > H2:Give this prompt to your agent > H1:PackWrite > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,131,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,2ee03c91bf96294f8829b77512ee5bad14fd2b50919f9b3c2b589053c03a035d,
baseline,https://kujolang.ai/ecosystem/patchbrief/,content/ecosystem/26-patchbrief.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/patchbrief/,200,PatchBrief — Kujo Ecosystem | Kujolang.ai,41,"Deterministic git-diff summaries, implementation handoffs, changed-file risk notes, reviewer context, and suggested tests.",122,PatchBrief,H2:Quick Install > H2:Give this prompt to your agent > H1:PatchBrief > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,132,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,37ee1dc9659c970312071b33505b935a38013162df9a7fd652a433a2942a132a,
baseline,https://kujolang.ai/ecosystem/rag/,content/ecosystem/17-rag.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/rag/,200,RAG — Kujo Ecosystem | Kujolang.ai,34,"A local retrieval kit for ingest, parsing, chunking, embeddings, hybrid search, namespaces, citations, query APIs, and starter templates.",137,RAG,H2:Quick Install > H2:Give this prompt to your agent > H1:RAG > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,136,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,0082e018efe684af445fda2ef4e1ddc7c6d5289badccb8a61c1a581f8cbdcabf,
baseline,https://kujolang.ai/ecosystem/redact/,content/ecosystem/36-redact.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/redact/,200,Redact — Kujo Ecosystem | Kujolang.ai,37,"Deterministic, local-first redaction for Markdown and text files using explicit policies, pattern detectors, transformations, leakage checks, and audit artifacts.",162,Redact,H2:Quick Install > H2:Give this prompt to your agent > H1:Redact > H2:What it does > H2:Reviewable output > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,234,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,62253ecf507dd557fb44a90039678b4a72776c3bcef8daf7b4586093b1758999,
baseline,https://kujolang.ai/ecosystem/runledger/,content/ecosystem/21-runledger.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/runledger/,200,RunLedger — Kujo Ecosystem | Kujolang.ai,40,"Durable receipts for tasks, models, providers, git state, changed files, usage, cost, verdicts, follow-ups, comparisons, and reports.",133,RunLedger,H2:Quick Install > H2:Give this prompt to your agent > H1:RunLedger > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,135,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,ce63a5f9afa41493365c47cb22d05f7d22b994f9b5fc6316a26e381cc95044d1,
baseline,https://kujolang.ai/ecosystem/scent/,content/ecosystem/28-scent.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/scent/,200,Scent — Kujo Ecosystem | Kujolang.ai,36,"Bounded task context packs with Markdown, JSON, manifests, selected files, changed-file focus, token budgets, and redaction records.",132,Scent,H2:Quick Install > H2:Give this prompt to your agent > H1:Scent > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,137,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,4a170ac8859cdfbeeeefe9f92b64d498d94caab8e9f49d4d0de57b862a577136,
baseline,https://kujolang.ai/ecosystem/scout/,content/ecosystem/29-scout.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/scout/,200,Scout — Kujo Ecosystem | Kujolang.ai,36,"Repository intelligence packs with trees, languages, dependencies, routes, security signals, llms.txt, checklists, and structured indexes.",138,Scout,H2:Quick Install > H2:Give this prompt to your agent > H1:Scout > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,129,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,594dd6843c7c29aa9300befbfeffdbd4230f986435ed637408e3875f18f9837d,
baseline,https://kujolang.ai/ecosystem/shipcheck/,content/ecosystem/24-shipcheck.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/shipcheck/,200,ShipCheck — Kujo Ecosystem | Kujolang.ai,40,"Release-readiness scans, checklists, gates, release-note drafts, Markdown and JSON reports, and deterministic verdict semantics.",128,ShipCheck,H2:Quick Install > H2:Give this prompt to your agent > H1:ShipCheck > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,133,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,f7b7392b02927c40819105caabf41dbcbfc733de4958709f856c083ad501bfb6,
baseline,https://kujolang.ai/ecosystem/sitekit/,content/ecosystem/37-sitekit.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/sitekit/,200,SiteKit — Kujo Ecosystem | Kujolang.ai,38,"A source-driven design system for accessible, semantic, token-based static websites and web interfaces.",103,SiteKit,H2:Quick Install > H2:Give this prompt to your agent > H1:SiteKit > H2:What it does > H2:Built for durable pages > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,250,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,f984c6408e8c938b066575a81eef079b18180f101ee5a747a61a3f2441d82c67,
baseline,https://kujolang.ai/ecosystem/spec/,content/ecosystem/12-spec.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/spec/,200,Spec — Kujo Ecosystem | Kujolang.ai,35,"Structured task contracts for goals, scope, acceptance criteria, risks, dependencies, approvals, exports, and evaluation requirements.",134,Spec,H2:Quick Install > H2:Give this prompt to your agent > H1:Spec > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,132,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,43ecb4d606a7f66d7d74c50ac960377ae145f414635202e0270d742fc692e7a2,
baseline,https://kujolang.ai/ecosystem/ssg/,content/ecosystem/43-ssg.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/ssg/,200,SSG — Kujo Ecosystem | Kujolang.ai,34,"Deterministic static publishing for Markdown, templates, taxonomies, metadata, feeds, sitemaps, robots, llms.txt, and starter content.",134,SSG,H2:Quick Install > H2:Give this prompt to your agent > H1:SSG > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,138,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,fc37c7ab1129af62018a5d53fd8b85f80ec5abee952318167de09a94b81042d2,
baseline,https://kujolang.ai/ecosystem/totalrecall/,content/ecosystem/44-totalrecall.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/totalrecall/,200,TotalRecall — Kujo Ecosystem | Kujolang.ai,42,"A local-first ingestion showcase that turns meetings, transcripts, chat exports, Slack threads, and GitHub activity into durable local knowledge.",145,TotalRecall,H2:Quick Install > H2:Give this prompt to your agent > H1:TotalRecall > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,154,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,e301901686c8f2ee70311e1fa15a381f1eb0853be38b76b4000d36163900e2ef,
baseline,https://kujolang.ai/ecosystem/ward/,content/ecosystem/32-ward.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/ward/,200,Ward — Kujo Ecosystem | Kujolang.ai,35,"A local Dependabot security command center for collecting alerts, planning remediation, preparing safe fixes, verifying changes, and generating reports.",152,Ward,H2:Quick Install > H2:Give this prompt to your agent > H1:Ward > H2:What it does > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Continue exploring,146,en,,,Unknown Author,no,BlogPosting|Organization|Person,3,18,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,1,2,no,yes,no,no,82ed32df0e4ec9e872f90fa63f7ba8e5e52bf11cbe33cec876f9e0c0dbd25201,
