phase,url,title,title_length,duplicate_title,meta_description,description_length,duplicate_description,h1,h1_count,canonical,lang,og_title,og_description,og_url,og_image,twitter_card,author,issues
after,https://kujolang.ai/ecosystem/eval/,Eval — Kujo Ecosystem | Kujolang.ai,35,no,"Deterministic checks for files, commands, HTTP, JSON, snapshots, policy, and workflow artifacts with CI-friendly verdicts.",122,no,Eval,1,https://kujolang.ai/ecosystem/eval/,en,Eval — Kujo Ecosystem,"Deterministic checks for files, commands, HTTP, JSON, snapshots, policy, and workflow artifacts with CI-friendly verdicts.",https://kujolang.ai/ecosystem/eval/,https://kujolang.ai/assets/images/social/eval.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/fence/,Fence — Kujo Ecosystem | Kujolang.ai,36,no,"Architecture-boundary rules, import and layer checks, baselines, graphs, and JSON, Markdown, and SARIF reports.",111,no,Fence,1,https://kujolang.ai/ecosystem/fence/,en,Fence — Kujo Ecosystem,"Architecture-boundary rules, import and layer checks, baselines, graphs, and JSON, Markdown, and SARIF reports.",https://kujolang.ai/ecosystem/fence/,https://kujolang.ai/assets/images/social/fence.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/howl/,Howl — Kujo Ecosystem | Kujolang.ai,35,no,"Deterministic Markdown, HTML, SVG, gallery, card, and caption assets generated from trusted Kujo examples and manifests.",120,no,Howl,1,https://kujolang.ai/ecosystem/howl/,en,Howl — Kujo Ecosystem,"Deterministic Markdown, HTML, SVG, gallery, card, and caption assets generated from trusted Kujo examples and manifests.",https://kujolang.ai/ecosystem/howl/,https://kujolang.ai/assets/images/social/howl.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/kennel/,Kennel — Kujo Ecosystem | Kujolang.ai,37,no,"Deterministic Kujo package and dependency workflows with manifests, lockfiles, source policy, trust policy, indexes, and mirrors.",129,no,Kennel,1,https://kujolang.ai/ecosystem/kennel/,en,Kennel — Kujo Ecosystem,"Deterministic Kujo package and dependency workflows with manifests, lockfiles, source policy, trust policy, indexes, and mirrors.",https://kujolang.ai/ecosystem/kennel/,https://kujolang.ai/assets/images/social/kennel.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/kujo/,Kujo — Kujo Ecosystem | Kujolang.ai,35,no,"The VM-first programming language and runtime for AI-native software, local-first automation, agentic workflows, and practical scripting.",137,no,Kujo,1,https://kujolang.ai/ecosystem/kujo/,en,Kujo — Kujo Ecosystem,"The VM-first programming language and runtime for AI-native software, local-first automation, agentic workflows, and practical scripting.",https://kujolang.ai/ecosystem/kujo/,https://kujolang.ai/assets/images/social/kujo.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/leash/,Leash — Kujo Ecosystem | Kujolang.ai,36,no,"A local approval layer for AI coding agents with policy-as-code, mobile decisions, risk classification, adapters, and append-only audit trails.",143,no,Leash,1,https://kujolang.ai/ecosystem/leash/,en,Leash — Kujo Ecosystem,"A local approval layer for AI coding agents with policy-as-code, mobile decisions, risk classification, adapters, and append-only audit trails.",https://kujolang.ai/ecosystem/leash/,https://kujolang.ai/assets/images/social/leash.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/lens/,Lens — Kujo Ecosystem | Kujolang.ai,35,no,"Deterministic browser checks, screenshots, console and network evidence, accessibility findings, visual baselines, flows, and repair briefs.",140,no,Lens,1,https://kujolang.ai/ecosystem/lens/,en,Lens — Kujo Ecosystem,"Deterministic browser checks, screenshots, console and network evidence, accessibility findings, visual baselines, flows, and repair briefs.",https://kujolang.ai/ecosystem/lens/,https://kujolang.ai/assets/images/social/lens.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/mcp/,MCP — Kujo Ecosystem | Kujolang.ai,34,no,"A framework and scaffold for MCP servers with tools, resources, path guards, authentication, limits, safety tiers, and multi-root workspaces.",141,no,MCP,1,https://kujolang.ai/ecosystem/mcp/,en,MCP — Kujo Ecosystem,"A framework and scaffold for MCP servers with tools, resources, path guards, authentication, limits, safety tiers, and multi-root workspaces.",https://kujolang.ai/ecosystem/mcp/,https://kujolang.ai/assets/images/social/mcp.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/muzzle/,Muzzle — Kujo Ecosystem | Kujolang.ai,37,no,"Quiet workflow execution with full disk logs, compact summaries, manifests, loop state, dry runs, and secret redaction.",119,no,Muzzle,1,https://kujolang.ai/ecosystem/muzzle/,en,Muzzle — Kujo Ecosystem,"Quiet workflow execution with full disk logs, compact summaries, manifests, loop state, dry runs, and secret redaction.",https://kujolang.ai/ecosystem/muzzle/,https://kujolang.ai/assets/images/social/muzzle.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/packwrite/,PackWrite — Kujo Ecosystem | Kujolang.ai,40,no,"Validated agent execution packs compiled from a large prompt and repository context, including phases, handoffs, and review checklists.",135,no,PackWrite,1,https://kujolang.ai/ecosystem/packwrite/,en,PackWrite — Kujo Ecosystem,"Validated agent execution packs compiled from a large prompt and repository context, including phases, handoffs, and review checklists.",https://kujolang.ai/ecosystem/packwrite/,https://kujolang.ai/assets/images/social/packwrite.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/patchbrief/,PatchBrief — Kujo Ecosystem | Kujolang.ai,41,no,"Deterministic git-diff summaries, implementation handoffs, changed-file risk notes, reviewer context, and suggested tests.",122,no,PatchBrief,1,https://kujolang.ai/ecosystem/patchbrief/,en,PatchBrief — Kujo Ecosystem,"Deterministic git-diff summaries, implementation handoffs, changed-file risk notes, reviewer context, and suggested tests.",https://kujolang.ai/ecosystem/patchbrief/,https://kujolang.ai/assets/images/social/patchbrief.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/rag/,RAG — Kujo Ecosystem | Kujolang.ai,34,no,"A local retrieval kit for ingest, parsing, chunking, embeddings, hybrid search, namespaces, citations, query APIs, and starter templates.",137,no,RAG,1,https://kujolang.ai/ecosystem/rag/,en,RAG — Kujo Ecosystem,"A local retrieval kit for ingest, parsing, chunking, embeddings, hybrid search, namespaces, citations, query APIs, and starter templates.",https://kujolang.ai/ecosystem/rag/,https://kujolang.ai/assets/images/social/rag.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/redact/,Redact — Kujo Ecosystem | Kujolang.ai,37,no,"Deterministic, local-first redaction for Markdown and text files using explicit policies, pattern detectors, transformations, leakage checks, and audit artifacts.",162,no,Redact,1,https://kujolang.ai/ecosystem/redact/,en,Redact — Kujo Ecosystem,"Deterministic, local-first redaction for Markdown and text files using explicit policies, pattern detectors, transformations, leakage checks, and audit artifacts.",https://kujolang.ai/ecosystem/redact/,https://kujolang.ai/assets/images/social/redact.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/runledger/,RunLedger — Kujo Ecosystem | Kujolang.ai,40,no,"Durable receipts for tasks, models, providers, git state, changed files, usage, cost, verdicts, follow-ups, comparisons, and reports.",133,no,RunLedger,1,https://kujolang.ai/ecosystem/runledger/,en,RunLedger — Kujo Ecosystem,"Durable receipts for tasks, models, providers, git state, changed files, usage, cost, verdicts, follow-ups, comparisons, and reports.",https://kujolang.ai/ecosystem/runledger/,https://kujolang.ai/assets/images/social/runledger.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/scent/,Scent — Kujo Ecosystem | Kujolang.ai,36,no,"Bounded task context packs with Markdown, JSON, manifests, selected files, changed-file focus, token budgets, and redaction records.",132,no,Scent,1,https://kujolang.ai/ecosystem/scent/,en,Scent — Kujo Ecosystem,"Bounded task context packs with Markdown, JSON, manifests, selected files, changed-file focus, token budgets, and redaction records.",https://kujolang.ai/ecosystem/scent/,https://kujolang.ai/assets/images/social/scent.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/scout/,Scout — Kujo Ecosystem | Kujolang.ai,36,no,"Repository intelligence packs with trees, languages, dependencies, routes, security signals, llms.txt, checklists, and structured indexes.",138,no,Scout,1,https://kujolang.ai/ecosystem/scout/,en,Scout — Kujo Ecosystem,"Repository intelligence packs with trees, languages, dependencies, routes, security signals, llms.txt, checklists, and structured indexes.",https://kujolang.ai/ecosystem/scout/,https://kujolang.ai/assets/images/social/scout.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/shipcheck/,ShipCheck — Kujo Ecosystem | Kujolang.ai,40,no,"Release-readiness scans, checklists, gates, release-note drafts, Markdown and JSON reports, and deterministic verdict semantics.",128,no,ShipCheck,1,https://kujolang.ai/ecosystem/shipcheck/,en,ShipCheck — Kujo Ecosystem,"Release-readiness scans, checklists, gates, release-note drafts, Markdown and JSON reports, and deterministic verdict semantics.",https://kujolang.ai/ecosystem/shipcheck/,https://kujolang.ai/assets/images/social/shipcheck.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/sitekit/,SiteKit — Kujo Ecosystem | Kujolang.ai,38,no,"A source-driven design system for accessible, semantic, token-based static websites and web interfaces.",103,no,SiteKit,1,https://kujolang.ai/ecosystem/sitekit/,en,SiteKit — Kujo Ecosystem,"A source-driven design system for accessible, semantic, token-based static websites and web interfaces.",https://kujolang.ai/ecosystem/sitekit/,https://kujolang.ai/assets/images/social/sitekit.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/spec/,Spec — Kujo Ecosystem | Kujolang.ai,35,no,"Structured task contracts for goals, scope, acceptance criteria, risks, dependencies, approvals, exports, and evaluation requirements.",134,no,Spec,1,https://kujolang.ai/ecosystem/spec/,en,Spec — Kujo Ecosystem,"Structured task contracts for goals, scope, acceptance criteria, risks, dependencies, approvals, exports, and evaluation requirements.",https://kujolang.ai/ecosystem/spec/,https://kujolang.ai/assets/images/social/spec.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/ssg/,SSG — Kujo Ecosystem | Kujolang.ai,34,no,"Deterministic static publishing for Markdown, templates, taxonomies, metadata, feeds, sitemaps, robots, llms.txt, and starter content.",134,no,SSG,1,https://kujolang.ai/ecosystem/ssg/,en,SSG — Kujo Ecosystem,"Deterministic static publishing for Markdown, templates, taxonomies, metadata, feeds, sitemaps, robots, llms.txt, and starter content.",https://kujolang.ai/ecosystem/ssg/,https://kujolang.ai/assets/images/social/ssg.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/totalrecall/,TotalRecall — Kujo Ecosystem | Kujolang.ai,42,no,"A local-first ingestion showcase that turns meetings, transcripts, chat exports, Slack threads, and GitHub activity into durable local knowledge.",145,no,TotalRecall,1,https://kujolang.ai/ecosystem/totalrecall/,en,TotalRecall — Kujo Ecosystem,"A local-first ingestion showcase that turns meetings, transcripts, chat exports, Slack threads, and GitHub activity into durable local knowledge.",https://kujolang.ai/ecosystem/totalrecall/,https://kujolang.ai/assets/images/social/totalrecall.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/ward/,Ward — Kujo Ecosystem | Kujolang.ai,35,no,"A local Dependabot security command center for collecting alerts, planning remediation, preparing safe fixes, verifying changes, and generating reports.",152,no,Ward,1,https://kujolang.ai/ecosystem/ward/,en,Ward — Kujo Ecosystem,"A local Dependabot security command center for collecting alerts, planning remediation, preparing safe fixes, verifying changes, and generating reports.",https://kujolang.ai/ecosystem/ward/,https://kujolang.ai/assets/images/social/ward.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/watchdog/,Watchdog — Kujo Ecosystem | Kujolang.ai,39,no,"An OpenAI-compatible proxy and dashboard for request, tool, step, audit, cost, latency, error, and redaction telemetry.",119,no,Watchdog,1,https://kujolang.ai/ecosystem/watchdog/,en,Watchdog — Kujo Ecosystem,"An OpenAI-compatible proxy and dashboard for request, tool, step, audit, cost, latency, error, and redaction telemetry.",https://kujolang.ai/ecosystem/watchdog/,https://kujolang.ai/assets/images/social/watchdog.jpg,summary_large_image,Kujo Team,
after,https://kujolang.ai/ecosystem/workcell/,Workcell — Kujo Ecosystem | Kujolang.ai,39,no,A stable local and CI execution harness for bounded Kujo and agent workflows in disposable Docker or Podman workspaces.,119,no,Workcell,1,https://kujolang.ai/ecosystem/workcell/,en,Workcell — Kujo Ecosystem,A stable local and CI execution harness for bounded Kujo and agent workflows in disposable Docker or Podman workspaces.,https://kujolang.ai/ecosystem/workcell/,https://kujolang.ai/assets/images/social/workcell.jpg,summary_large_image,Kujo Team,
