phase,url,title,title_length,duplicate_title,meta_description,description_length,duplicate_description,h1,h1_count,canonical,lang,og_title,og_description,og_url,og_image,twitter_card,author,issues,production_status
after,https://kujolang.ai/ecosystem/cms/,Kujo CMS 1.1.0 — Agent-Ready Content Management | Kujolang.ai,61,no,"Explore Kujo CMS 1.1.0: framework-neutral content, SEO, social sharing, themes, plugins, identities, abilities, MCP, WebMCP, APIs, and CLI workflows.",149,no,CMS,1,https://kujolang.ai/ecosystem/cms/,en,Kujo CMS 1.1.0 — Agent-Ready Content Management,"Explore Kujo CMS 1.1.0: framework-neutral content, SEO, social sharing, themes, plugins, identities, abilities, MCP, WebMCP, APIs, and CLI workflows.",https://kujolang.ai/ecosystem/cms/,https://kujolang.ai/assets/images/social/cms.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/concord/,Concord — Kujo Ecosystem | Kujolang.ai,38,no,"Cross-artifact drift checks for code, CLI behavior, docs, examples, specs, evals, schemas, manifests, and sources of truth.",123,no,Concord,1,https://kujolang.ai/ecosystem/concord/,en,Concord — Kujo Ecosystem,"Cross-artifact drift checks for code, CLI behavior, docs, examples, specs, evals, schemas, manifests, and sources of truth.",https://kujolang.ai/ecosystem/concord/,https://kujolang.ai/assets/images/social/concord.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/contentgraph/,ContentGraph — Kujo Ecosystem | Kujolang.ai,43,no,"A deterministic, inspectable network of website content, internal links, topic clusters, overlaps, orphan candidates, and link opportunities.",141,no,ContentGraph,1,https://kujolang.ai/ecosystem/contentgraph/,en,ContentGraph — Kujo Ecosystem,"A deterministic, inspectable network of website content, internal links, topic clusters, overlaps, orphan candidates, and link opportunities.",https://kujolang.ai/ecosystem/contentgraph/,https://kujolang.ai/assets/images/social/contentgraph.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/crud-api/,CRUD API Showcase — Kujo Ecosystem | Kujolang.ai,48,no,"SQLite item and project APIs with a web playground, authentication strategies, contract smokes, disaster recovery, performance, and release patterns.",149,no,CRUD API Showcase,1,https://kujolang.ai/ecosystem/crud-api/,en,CRUD API Showcase — Kujo Ecosystem,"SQLite item and project APIs with a web playground, authentication strategies, contract smokes, disaster recovery, performance, and release patterns.",https://kujolang.ai/ecosystem/crud-api/,https://kujolang.ai/assets/images/social/crud-api.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/dispatch/,Dispatch — Kujo Ecosystem | Kujolang.ai,39,no,"Dispatch 1.2.0 orchestrates resumable, routed, approved, and auditable AI workflows with persisted evidence.",108,no,Dispatch,1,https://kujolang.ai/ecosystem/dispatch/,en,Dispatch — Kujo Ecosystem,"Dispatch 1.2.0 orchestrates resumable, routed, approved, and auditable AI workflows with persisted evidence.",https://kujolang.ai/ecosystem/dispatch/,https://kujolang.ai/assets/images/social/dispatch.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/dossier/,Dossier — Kujo Ecosystem | Kujolang.ai,38,no,"A local-first evidence ledger for claims, sources, quotations, conflicts, consent, freshness, and rights.",105,no,Dossier,1,https://kujolang.ai/ecosystem/dossier/,en,Dossier — Kujo Ecosystem,"A local-first evidence ledger for claims, sources, quotations, conflicts, consent, freshness, and rights.",https://kujolang.ai/ecosystem/dossier/,https://kujolang.ai/assets/images/social/dossier.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/eval/,Eval — Kujo Ecosystem | Kujolang.ai,35,no,"Deterministic checks for files, commands, HTTP, JSON, snapshots, policy, and workflow artifacts with CI-friendly verdicts.",122,no,Eval,1,https://kujolang.ai/ecosystem/eval/,en,Eval — Kujo Ecosystem,"Deterministic checks for files, commands, HTTP, JSON, snapshots, policy, and workflow artifacts with CI-friendly verdicts.",https://kujolang.ai/ecosystem/eval/,https://kujolang.ai/assets/images/social/eval.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/fence/,Fence — Kujo Ecosystem | Kujolang.ai,36,no,"Architecture-boundary rules, import and layer checks, baselines, graphs, and JSON, Markdown, and SARIF reports.",111,no,Fence,1,https://kujolang.ai/ecosystem/fence/,en,Fence — Kujo Ecosystem,"Architecture-boundary rules, import and layer checks, baselines, graphs, and JSON, Markdown, and SARIF reports.",https://kujolang.ai/ecosystem/fence/,https://kujolang.ai/assets/images/social/fence.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/galleypack/,GalleyPack — Kujo Ecosystem | Kujolang.ai,41,no,"A Kujo-native production packager that binds editorial artifacts, lineage, evidence, reviews, and package versions to exact checksums.",134,no,GalleyPack,1,https://kujolang.ai/ecosystem/galleypack/,en,GalleyPack — Kujo Ecosystem,"A Kujo-native production packager that binds editorial artifacts, lineage, evidence, reviews, and package versions to exact checksums.",https://kujolang.ai/ecosystem/galleypack/,https://kujolang.ai/assets/images/social/galleypack.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/howl/,Howl — Kujo Ecosystem | Kujolang.ai,35,no,"Deterministic Markdown, HTML, SVG, gallery, card, and caption assets generated from trusted Kujo examples and manifests.",120,no,Howl,1,https://kujolang.ai/ecosystem/howl/,en,Howl — Kujo Ecosystem,"Deterministic Markdown, HTML, SVG, gallery, card, and caption assets generated from trusted Kujo examples and manifests.",https://kujolang.ai/ecosystem/howl/,https://kujolang.ai/assets/images/social/howl.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/,Ecosystem | Kujolang.ai,23,no,"Explore the Kujo ecosystem of language primitives, local-first tools, and inspectable AI-native application showcases.",118,no,Ecosystem,1,https://kujolang.ai/ecosystem/,en,Ecosystem,"Explore the Kujo ecosystem of language primitives, local-first tools, and inspectable AI-native application showcases.",https://kujolang.ai/ecosystem/,https://kujolang.ai/assets/images/social/ecosystem.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/kennel/,Kennel — Kujo Ecosystem | Kujolang.ai,37,no,"Deterministic Kujo package and dependency workflows with manifests, lockfiles, source policy, trust policy, indexes, and mirrors.",129,no,Kennel,1,https://kujolang.ai/ecosystem/kennel/,en,Kennel — Kujo Ecosystem,"Deterministic Kujo package and dependency workflows with manifests, lockfiles, source policy, trust policy, indexes, and mirrors.",https://kujolang.ai/ecosystem/kennel/,https://kujolang.ai/assets/images/social/kennel.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/kujo/,Kujo — Kujo Ecosystem | Kujolang.ai,35,no,"The VM-first programming language and runtime for AI-native software, local-first automation, agentic workflows, and practical scripting.",137,no,Kujo,1,https://kujolang.ai/ecosystem/kujo/,en,Kujo — Kujo Ecosystem,"The VM-first programming language and runtime for AI-native software, local-first automation, agentic workflows, and practical scripting.",https://kujolang.ai/ecosystem/kujo/,https://kujolang.ai/assets/images/social/kujo.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/leash/,Leash — Kujo Ecosystem | Kujolang.ai,36,no,"A local approval layer for AI coding agents with policy-as-code, mobile decisions, risk classification, adapters, and append-only audit trails.",143,no,Leash,1,https://kujolang.ai/ecosystem/leash/,en,Leash — Kujo Ecosystem,"A local approval layer for AI coding agents with policy-as-code, mobile decisions, risk classification, adapters, and append-only audit trails.",https://kujolang.ai/ecosystem/leash/,https://kujolang.ai/assets/images/social/leash.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/lens/,Lens — Kujo Ecosystem | Kujolang.ai,35,no,"Deterministic browser checks, screenshots, console and network evidence, accessibility findings, visual baselines, flows, and repair briefs.",140,no,Lens,1,https://kujolang.ai/ecosystem/lens/,en,Lens — Kujo Ecosystem,"Deterministic browser checks, screenshots, console and network evidence, accessibility findings, visual baselines, flows, and repair briefs.",https://kujolang.ai/ecosystem/lens/,https://kujolang.ai/assets/images/social/lens.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/mcp/,MCP — Kujo Ecosystem | Kujolang.ai,34,no,"A framework and scaffold for MCP servers with tools, resources, path guards, authentication, limits, safety tiers, and multi-root workspaces.",141,no,MCP,1,https://kujolang.ai/ecosystem/mcp/,en,MCP — Kujo Ecosystem,"A framework and scaffold for MCP servers with tools, resources, path guards, authentication, limits, safety tiers, and multi-root workspaces.",https://kujolang.ai/ecosystem/mcp/,https://kujolang.ai/assets/images/social/mcp.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/muzzle/,Muzzle — Kujo Ecosystem | Kujolang.ai,37,no,"Quiet workflow execution with full disk logs, compact summaries, manifests, loop state, dry runs, and secret redaction.",119,no,Muzzle,1,https://kujolang.ai/ecosystem/muzzle/,en,Muzzle — Kujo Ecosystem,"Quiet workflow execution with full disk logs, compact summaries, manifests, loop state, dry runs, and secret redaction.",https://kujolang.ai/ecosystem/muzzle/,https://kujolang.ai/assets/images/social/muzzle.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/packwrite/,PackWrite — Kujo Ecosystem | Kujolang.ai,40,no,"Compile project intent and bounded repository context into deterministic, validated execution packs for implementation agents and reviewers.",140,no,PackWrite,1,https://kujolang.ai/ecosystem/packwrite/,en,PackWrite — Kujo Ecosystem,"Compile project intent and bounded repository context into deterministic, validated execution packs for implementation agents and reviewers.",https://kujolang.ai/ecosystem/packwrite/,https://kujolang.ai/assets/images/social/packwrite.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/paperclip/,"Kujo for Paperclip — Context, Review, and Failure Evidence | Kujolang.ai",72,no,"Install the Kujo plugin for Paperclip to select focused context, review change scope, and save redacted failure evidence from the current task view.",148,no,Kujo for Paperclip,1,https://kujolang.ai/ecosystem/paperclip/,en,"Kujo for Paperclip — Context, Review, and Failure Evidence","Install the Kujo plugin for Paperclip to select focused context, review change scope, and save redacted failure evidence from the current task view.",https://kujolang.ai/ecosystem/paperclip/,https://kujolang.ai/assets/images/social/paperclip.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/patchbrief/,PatchBrief — Kujo Ecosystem | Kujolang.ai,41,no,"Deterministic git-diff summaries, implementation handoffs, changed-file risk notes, reviewer context, and suggested tests.",122,no,PatchBrief,1,https://kujolang.ai/ecosystem/patchbrief/,en,PatchBrief — Kujo Ecosystem,"Deterministic git-diff summaries, implementation handoffs, changed-file risk notes, reviewer context, and suggested tests.",https://kujolang.ai/ecosystem/patchbrief/,https://kujolang.ai/assets/images/social/patchbrief.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/presswire/,PressWire — Kujo Ecosystem | Kujolang.ai,40,no,"A local-first Kujo tool for approval-gated publication effects, receipts, corrections, and idempotent delivery.",111,no,PressWire,1,https://kujolang.ai/ecosystem/presswire/,en,PressWire — Kujo Ecosystem,"A local-first Kujo tool for approval-gated publication effects, receipts, corrections, and idempotent delivery.",https://kujolang.ai/ecosystem/presswire/,https://kujolang.ai/assets/images/social/presswire.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/primitives/,Primitives ecosystem | Kujolang.ai,34,no,"Build from the Kujo language, package foundation, runtimes, SDKs, and reusable components designed for explicit, inspectable AI-native software.",144,no,Primitives,1,https://kujolang.ai/ecosystem/primitives/,en,Primitives ecosystem,"Build from the Kujo language, package foundation, runtimes, SDKs, and reusable components designed for explicit, inspectable AI-native software.",https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/assets/images/social/primitives.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/rag/,RAG — Kujo Ecosystem | Kujolang.ai,34,no,"A local retrieval kit for ingest, parsing, chunking, embeddings, hybrid search, namespaces, citations, query APIs, and starter templates.",137,no,RAG,1,https://kujolang.ai/ecosystem/rag/,en,RAG — Kujo Ecosystem,"A local retrieval kit for ingest, parsing, chunking, embeddings, hybrid search, namespaces, citations, query APIs, and starter templates.",https://kujolang.ai/ecosystem/rag/,https://kujolang.ai/assets/images/social/rag.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/readersignal/,ReaderSignal — Kujo Ecosystem | Kujolang.ai,43,no,"A local-first measurement ledger for privacy-bounded audience snapshots, feedback, comparisons, and evidence-linked learning.",125,no,ReaderSignal,1,https://kujolang.ai/ecosystem/readersignal/,en,ReaderSignal — Kujo Ecosystem,"A local-first measurement ledger for privacy-bounded audience snapshots, feedback, comparisons, and evidence-linked learning.",https://kujolang.ai/ecosystem/readersignal/,https://kujolang.ai/assets/images/social/readersignal.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/redact/,Redact — Kujo Ecosystem | Kujolang.ai,37,no,"Deterministic, local-first redaction for Markdown and text files using explicit policies, pattern detectors, transformations, leakage checks, and audit artifacts.",162,no,Redact,1,https://kujolang.ai/ecosystem/redact/,en,Redact — Kujo Ecosystem,"Deterministic, local-first redaction for Markdown and text files using explicit policies, pattern detectors, transformations, leakage checks, and audit artifacts.",https://kujolang.ai/ecosystem/redact/,https://kujolang.ai/assets/images/social/redact.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/relay/,Relay — Kujo Ecosystem | Kujolang.ai,36,no,"A local, operator-controlled composition and execution layer for bounded agent missions, policy-checked tools, and verifiable evidence.",135,no,Relay,1,https://kujolang.ai/ecosystem/relay/,en,Relay — Kujo Ecosystem,"A local, operator-controlled composition and execution layer for bounded agent missions, policy-checked tools, and verifiable evidence.",https://kujolang.ai/ecosystem/relay/,https://kujolang.ai/assets/images/social/relay.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/runledger/,RunLedger — Kujo Ecosystem | Kujolang.ai,40,no,"Durable receipts for tasks, models, providers, git state, changed files, usage, cost, verdicts, follow-ups, comparisons, and reports.",133,no,RunLedger,1,https://kujolang.ai/ecosystem/runledger/,en,RunLedger — Kujo Ecosystem,"Durable receipts for tasks, models, providers, git state, changed files, usage, cost, verdicts, follow-ups, comparisons, and reports.",https://kujolang.ai/ecosystem/runledger/,https://kujolang.ai/assets/images/social/runledger.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/scent/,Scent — Kujo Ecosystem | Kujolang.ai,36,no,"Bounded task context packs with Markdown, JSON, manifests, selected files, changed-file focus, token budgets, and redaction records.",132,no,Scent,1,https://kujolang.ai/ecosystem/scent/,en,Scent — Kujo Ecosystem,"Bounded task context packs with Markdown, JSON, manifests, selected files, changed-file focus, token budgets, and redaction records.",https://kujolang.ai/ecosystem/scent/,https://kujolang.ai/assets/images/social/scent.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/scout/,Scout — Kujo Ecosystem | Kujolang.ai,36,no,"Repository intelligence packs with trees, languages, dependencies, routes, security signals, llms.txt, checklists, and structured indexes.",138,no,Scout,1,https://kujolang.ai/ecosystem/scout/,en,Scout — Kujo Ecosystem,"Repository intelligence packs with trees, languages, dependencies, routes, security signals, llms.txt, checklists, and structured indexes.",https://kujolang.ai/ecosystem/scout/,https://kujolang.ai/assets/images/social/scout.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/searchbridge/,SearchBridge — Kujo Ecosystem | Kujolang.ai,43,no,"A normalized external-data layer for search, analytics, page performance, field data, backlinks, keyword evidence, and explicit index submission.",145,no,SearchBridge,1,https://kujolang.ai/ecosystem/searchbridge/,en,SearchBridge — Kujo Ecosystem,"A normalized external-data layer for search, analytics, page performance, field data, backlinks, keyword evidence, and explicit index submission.",https://kujolang.ai/ecosystem/searchbridge/,https://kujolang.ai/assets/images/social/searchbridge.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/shipcheck/,ShipCheck — Kujo Ecosystem | Kujolang.ai,40,no,"Release-readiness scans, checklists, gates, release-note drafts, Markdown and JSON reports, and deterministic verdict semantics.",128,no,ShipCheck,1,https://kujolang.ai/ecosystem/shipcheck/,en,ShipCheck — Kujo Ecosystem,"Release-readiness scans, checklists, gates, release-note drafts, Markdown and JSON reports, and deterministic verdict semantics.",https://kujolang.ai/ecosystem/shipcheck/,https://kujolang.ai/assets/images/social/shipcheck.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/showcase/,Showcase ecosystem | Kujolang.ai,32,no,"Explore complete, inspectable applications that demonstrate how Kujo projects fit together across APIs, content systems, retrieval, chat, and agent workflows.",158,no,Showcase,1,https://kujolang.ai/ecosystem/showcase/,en,Showcase ecosystem,"Explore complete, inspectable applications that demonstrate how Kujo projects fit together across APIs, content systems, retrieval, chat, and agent workflows.",https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/assets/images/social/showcase.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/sitekit/,SiteKit — Kujo Ecosystem | Kujolang.ai,38,no,"A source-driven design system for accessible, semantic, token-based static websites and web interfaces.",103,no,SiteKit,1,https://kujolang.ai/ecosystem/sitekit/,en,SiteKit — Kujo Ecosystem,"A source-driven design system for accessible, semantic, token-based static websites and web interfaces.",https://kujolang.ai/ecosystem/sitekit/,https://kujolang.ai/assets/images/social/sitekit.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/siteprobe/,SiteProbe — Kujo Ecosystem | Kujolang.ai,40,no,"A deterministic, bounded website crawler for pages, links, redirects, metadata, structured data, sitemaps, robots evidence, and comparable runs.",144,no,SiteProbe,1,https://kujolang.ai/ecosystem/siteprobe/,en,SiteProbe — Kujo Ecosystem,"A deterministic, bounded website crawler for pages, links, redirects, metadata, structured data, sitemaps, robots evidence, and comparable runs.",https://kujolang.ai/ecosystem/siteprobe/,https://kujolang.ai/assets/images/social/siteprobe.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/,Skills | Kujolang.ai,20,no,"Browse 84 published Kujo Agent Skill pages drawn from current kujo-skills releases, including language, tooling, safety, release, and WebOps guidance.",150,no,Skills,1,https://kujolang.ai/ecosystem/skills/,en,Skills,"Browse 84 published Kujo Agent Skill pages drawn from current kujo-skills releases, including language, tooling, safety, release, and WebOps guidance.",https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/assets/images/social/skills.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-agents-sdk-workflows/,Agents SDK — Kujo Agent Skill | Kujolang.ai,43,no,"Use this skill when working on Kujo Agents SDK runtime primitives, examples, offline fixtures, agent runners, tools, approvals, handoffs, tracing, artifact/session/memory stores, retrieval providers, integration adapters, MCP 2026 helpers, budget limits, no-network harnesses, or `agents-sdk` source/test changes.",313,no,Agents SDK,1,https://kujolang.ai/ecosystem/skills/kujo-agents-sdk-workflows/,en,Agents SDK — Kujo Agent Skill,"Use this skill when working on Kujo Agents SDK runtime primitives, examples, offline fixtures, agent runners, tools, approvals, handoffs, tracing, artifact/session/memory stores, retrieval providers, integration adapters, MCP 2026 helpers, budget limits, no-network harnesses, or `agents-sdk` source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-agents-sdk-workflows/,https://kujolang.ai/assets/images/social/kujo-agents-sdk-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-ai-chat-workflows/,Kujo AI Chat — Kujo Agent Skill | Kujolang.ai,45,no,"Use this skill when running, configuring, testing, extending, or maintaining the AI Chat local multi-provider chat app: `npm run dev`, `npm run smoke`, SQLite chat state, provider profiles, encrypted API keys, SSE streaming, transcription, `bridge_chat.kujo`, HTTP/API contracts, smoke tests, or `ai-chat` source/docs changes.",326,no,Kujo AI Chat,1,https://kujolang.ai/ecosystem/skills/kujo-ai-chat-workflows/,en,Kujo AI Chat — Kujo Agent Skill,"Use this skill when running, configuring, testing, extending, or maintaining the AI Chat local multi-provider chat app: `npm run dev`, `npm run smoke`, SQLite chat state, provider profiles, encrypted API keys, SSE streaming, transcription, `bridge_chat.kujo`, HTTP/API contracts, smoke tests, or `ai-chat` source/docs changes.",https://kujolang.ai/ecosystem/skills/kujo-ai-chat-workflows/,https://kujolang.ai/assets/images/social/kujo-ai-chat-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-ai-sdk-workflows/,Kujo AI SDK — Kujo Agent Skill | Kujolang.ai,44,no,"Use this skill when building, testing, integrating, or maintaining Kujo AI SDK provider primitives: OpenAI-compatible chat/embeddings contracts, provider presets, fixture mode, streaming callbacks, retries/backoff, redaction, live provider smoke tests, telemetry bridge examples, benchmark quality gates, release gates, or `ai-sdk` source/docs changes.",352,no,Kujo AI SDK,1,https://kujolang.ai/ecosystem/skills/kujo-ai-sdk-workflows/,en,Kujo AI SDK — Kujo Agent Skill,"Use this skill when building, testing, integrating, or maintaining Kujo AI SDK provider primitives: OpenAI-compatible chat/embeddings contracts, provider presets, fixture mode, streaming callbacks, retries/backoff, redaction, live provider smoke tests, telemetry bridge examples, benchmark quality gates, release gates, or `ai-sdk` source/docs changes.",https://kujolang.ai/ecosystem/skills/kujo-ai-sdk-workflows/,https://kujolang.ai/assets/images/social/kujo-ai-sdk-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-assetworks-workflows/,Kujo AssetWorks — Kujo Agent Skill | Kujolang.ai,48,no,"Use when operating or maintaining AssetWorks media production: asset plans, deterministic probes, render/convert/resize adapters, captions, transcripts, thumbnails, accessibility records, provenance, rights references, checksums, manifests, signed exports, FFmpeg/image adapter conformance, or AssetWorks CLI/source/tests.",322,no,Kujo AssetWorks,1,https://kujolang.ai/ecosystem/skills/kujo-assetworks-workflows/,en,Kujo AssetWorks — Kujo Agent Skill,"Use when operating or maintaining AssetWorks media production: asset plans, deterministic probes, render/convert/resize adapters, captions, transcripts, thumbnails, accessibility records, provenance, rights references, checksums, manifests, signed exports, FFmpeg/image adapter conformance, or AssetWorks CLI/source/tests.",https://kujolang.ai/ecosystem/skills/kujo-assetworks-workflows/,https://kujolang.ai/assets/images/social/kujo-assetworks-workflows.jpg,summary_large_image,Kujo Team,,200
