phase,url,local_status,production_status,robots_directives,canonical,canonical_target_status,sitemap_included,indexable,issues
after,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-siteprobe-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-siteprobe-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-skill-auditor/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-skill-auditor/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-spec-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-spec-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-ssg-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-ssg-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-standard-library/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-standard-library/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-testing-release-gates/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-testing-release-gates/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-tool-building/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-tool-building/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-tribunal-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-tribunal-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-watchdog-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-watchdog-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/kujo-workcell-workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-workcell-workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-accessibility-review/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-accessibility-review/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-ai-search-visibility/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-ai-search-visibility/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-analytics-analysis/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-analytics-analysis/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-backlink-and-mention-analysis/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-backlink-and-mention-analysis/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-cannibalization/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-cannibalization/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-capability-preflight/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-capability-preflight/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-competitor-intelligence/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-competitor-intelligence/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-content-accuracy/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-content-accuracy/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-content-decay/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-content-decay/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-content-gap/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-content-gap/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-content-portfolio/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-content-portfolio/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-content-pruning/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-content-pruning/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-distribution/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-distribution/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-indexation/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-indexation/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-information-architecture/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-information-architecture/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-internal-linking/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-internal-linking/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-keyword-opportunity/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-keyword-opportunity/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-link-health/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-link-health/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-longitudinal-findings/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-longitudinal-findings/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-reporting/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-reporting/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-schema-and-metadata/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-schema-and-metadata/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-search-performance/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-search-performance/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-search-standards-watch/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-search-standards-watch/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-search-submission/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-search-submission/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-site-profile/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-site-profile/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-technical-seo/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-technical-seo/,200,yes,yes,
after,https://kujolang.ai/ecosystem/skills/webops-web-performance/,200,200,"default index,follow",https://kujolang.ai/ecosystem/skills/webops-web-performance/,200,yes,yes,
after,https://kujolang.ai/ecosystem/spec/,200,200,"default index,follow",https://kujolang.ai/ecosystem/spec/,200,yes,yes,
after,https://kujolang.ai/ecosystem/ssg/,200,200,"default index,follow",https://kujolang.ai/ecosystem/ssg/,200,yes,yes,
after,https://kujolang.ai/ecosystem/tooling/,200,200,"default index,follow",https://kujolang.ai/ecosystem/tooling/,200,yes,yes,
after,https://kujolang.ai/ecosystem/totalrecall/,200,200,"default index,follow",https://kujolang.ai/ecosystem/totalrecall/,200,yes,yes,
after,https://kujolang.ai/ecosystem/tribunal/,200,200,"default index,follow",https://kujolang.ai/ecosystem/tribunal/,200,yes,yes,
after,https://kujolang.ai/ecosystem/ward/,200,200,"default index,follow",https://kujolang.ai/ecosystem/ward/,200,yes,yes,
after,https://kujolang.ai/ecosystem/watchdog/,200,200,"default index,follow",https://kujolang.ai/ecosystem/watchdog/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workcell/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workcell/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/agency-runner/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/agency-runner/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/agency-verified-fix-loop/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/agency-verified-fix-loop/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/ai-sdk-muzzle-benchmark/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/ai-sdk-muzzle-benchmark/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/ai-sdk-watchdog-showcase/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/ai-sdk-watchdog-showcase/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/casefile-incident-evidence-packet/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/casefile-incident-evidence-packet/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/codebase-cleanup/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/codebase-cleanup/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/docsgen-repo-contract-runner/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/docsgen-repo-contract-runner/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/enterprise-dispatch-approval-router/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/enterprise-dispatch-approval-router/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/feature-card-workflow/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/feature-card-workflow/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/howl-content-factory/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/howl-content-factory/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/loop-engineering/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/loop-engineering/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/mcp-agent-gateway-review/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/mcp-agent-gateway-review/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/rag-enterprise-knowledge-gate/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/rag-enterprise-knowledge-gate/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/relay-lifecycle-handoff/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/relay-lifecycle-handoff/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/tribunal-decision-gate/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/tribunal-decision-gate/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-ai-visibility-benchmark/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-ai-visibility-benchmark/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-content-refresh/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-content-refresh/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-finding-to-fix/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-finding-to-fix/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-monthly-seo-review/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-monthly-seo-review/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-post-publish/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-post-publish/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-quarterly-content-portfolio/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-quarterly-content-portfolio/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-site-bootstrap/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-site-bootstrap/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-weekly-content-intelligence/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-weekly-content-intelligence/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-weekly-search-intelligence/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-weekly-search-intelligence/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/webops-weekly-site-health/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/webops-weekly-site-health/,200,yes,yes,
after,https://kujolang.ai/ecosystem/workflows/workcell-execution-gate/,200,200,"default index,follow",https://kujolang.ai/ecosystem/workflows/workcell-execution-gate/,200,yes,yes,
after,https://kujolang.ai/ethos/,200,200,"default index,follow",https://kujolang.ai/ethos/,200,yes,yes,
after,https://kujolang.ai/writing/,200,200,"default index,follow",https://kujolang.ai/writing/,200,yes,yes,
