phase,url,page_type,purpose,audience,intent,topic_entity,word_count,original_evidence,currentness,citation_worthiness,competing_url,gap,action
after,https://kujolang.ai/ecosystem/showcase/,collection,Explain and index the ecosystem,Developers and AI-software teams,exploration,Kujo ecosystem,205,First-party project information,No rendered modified date,Low to medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/sitekit/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,SiteKit,249,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/siteprobe/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,SiteProbe,246,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/,collection,Explain and index the ecosystem,Developers and AI-software teams,exploration,Kujo ecosystem,1794,First-party project information,No rendered modified date,Low to medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-agents-sdk-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Agents SDK,242,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-ai-chat-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo AI Chat,330,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-ai-sdk-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo AI SDK,280,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-backlog-normalizer/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Backlog Normalizer,216,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-benchmarks-capsule-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Benchmarks Capsule,226,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-casefile-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Casefile,211,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-changebucket-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo ChangeBucket,206,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-cli-contracts/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo CLI Contracts,160,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo CMS,243,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Concord,255,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo ContentGraph,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-core-language/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Core Language,213,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Cross-Repo Dogfood Runner,211,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo CRUD API,215,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Dependabot Alert Triage,232,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Dispatch,270,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo DocGen And DocsGen,202,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo DocGen Public Docs Refresh,244,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Docs Drift Auditor,212,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Enterprise Automation,182,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Eval,193,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Fence,243,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Howl,244,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Kennel,258,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Language Implementation,187,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Lens,239,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Loop Engineering,215,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Maintainer Review,174,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo MCP,275,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Muzzle,218,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo PackWrite,198,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo PatchBrief,201,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo RAG,237,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Readiness Auditor,217,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Redact,240,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Relay,302,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Release Gate Runner,211,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo RunLedger,212,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Runtime Parity,169,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Scent,243,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Scout,214,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Searchbridge,136,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Security Hardening,197,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo ShipCheck,244,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo SiteKit Repository,229,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo SiteKit,259,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-siteprobe-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Siteprobe,134,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-skill-auditor/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Skill Auditor,246,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-spec-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Spec,200,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-ssg-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo SSG,238,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-standard-library/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Standard Library,198,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-testing-release-gates/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Testing And Release Gates,206,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-tool-building/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Tool Building,168,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-tribunal-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Tribunal,233,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-watchdog-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Watchdog,240,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-workcell-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Workcell,259,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-accessibility-review/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Accessibility Review,132,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-ai-search-visibility/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops AI Search Visibility,131,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-analytics-analysis/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Analytics Analysis,131,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-backlink-and-mention-analysis/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Backlink And Mention Analysis,137,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-cannibalization/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Cannibalization,130,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-capability-preflight/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Capability Preflight,140,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-competitor-intelligence/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Competitor Intelligence,131,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
