phase,url,page_type,purpose,audience,intent,topic_entity,word_count,original_evidence,currentness,citation_worthiness,competing_url,gap,action
after,https://kujolang.ai/ecosystem/siteprobe/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,SiteProbe,247,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/,collection,Explain and index the ecosystem,Developers and AI-software teams,exploration,Kujo ecosystem,2956,First-party project information,No rendered modified date,Low to medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-agents-sdk-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Agents SDK,246,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-ai-chat-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo AI Chat,334,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-ai-sdk-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo AI SDK,284,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-backlog-normalizer/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Backlog Normalizer,220,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-benchmarks-capsule-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Benchmarks Capsule,230,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-casefile-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Casefile,215,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-changebucket-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo ChangeBucket,210,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-cli-contracts/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo CLI Contracts,164,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo CMS,247,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Concord,259,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo ContentGraph,136,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-core-language/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Core Language,217,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Cross-Repo Dogfood Runner,215,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo CRUD API,219,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Dependabot Alert Triage,236,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Dispatch,274,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo DocGen And DocsGen,206,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo DocGen Public Docs Refresh,248,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Docs Drift Auditor,216,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Enterprise Automation,186,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Eval,197,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Fence,247,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Howl,248,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Kennel,262,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Language Implementation,191,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Lens,243,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Loop Engineering,219,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Maintainer Review,178,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo MCP,279,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Muzzle,222,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo PackWrite,202,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo PatchBrief,205,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo RAG,241,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Readiness Auditor,221,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Redact,244,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Relay,306,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Release Gate Runner,215,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo RunLedger,216,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Runtime Parity,173,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Scent,247,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Scout,218,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Searchbridge,140,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Security Hardening,201,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo ShipCheck,248,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo SiteKit Repository,233,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo SiteKit,263,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-siteprobe-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Siteprobe,138,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-skill-auditor/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Skill Auditor,250,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-spec-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Spec,204,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-ssg-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo SSG,242,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-standard-library/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Standard Library,202,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-testing-release-gates/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Testing And Release Gates,210,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-tool-building/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Tool Building,172,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-tribunal-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Tribunal,237,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-watchdog-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Watchdog,244,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/kujo-workcell-workflows/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Kujo Workcell,263,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-accessibility-review/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Accessibility Review,136,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-ai-search-visibility/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops AI Search Visibility,135,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-analytics-analysis/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Analytics Analysis,135,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-backlink-and-mention-analysis/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Backlink And Mention Analysis,141,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-cannibalization/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Cannibalization,134,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-capability-preflight/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Capability Preflight,144,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-competitor-intelligence/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Competitor Intelligence,135,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-content-accuracy/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Content Accuracy,134,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
after,https://kujolang.ai/ecosystem/skills/webops-content-decay/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Webops Content Decay,136,Repository/source links and explicit operating boundaries,No rendered modified date,Medium,,Measurement/editorial review required,Preserve factual specificity; add dated primary evidence when available
